Entity,Code,Day,total_vaccinations
Luxembourg,LUX,2021-02-17,27119
Luxembourg,LUX,2021-02-18,28933
Luxembourg,LUX,2021-02-21,30985
Luxembourg,LUX,2021-02-22,31926
Luxembourg,LUX,2021-02-23,33370
Luxembourg,LUX,2021-02-24,34760
Luxembourg,LUX,2021-02-25,36071
Luxembourg,LUX,2021-02-28,37793
Luxembourg,LUX,2021-03-01,39121
Luxembourg,LUX,2021-03-02,40460
Luxembourg,LUX,2021-03-03,42118
Luxembourg,LUX,2021-03-04,44171
Luxembourg,LUX,2021-03-07,46709
Luxembourg,LUX,2021-03-08,47515
Luxembourg,LUX,2021-03-09,48961
Luxembourg,LUX,2021-03-10,51457
Luxembourg,LUX,2021-03-11,54865
Luxembourg,LUX,2021-03-14,59048
Luxembourg,LUX,2021-03-15,60587
Luxembourg,LUX,2021-03-16,64068
Luxembourg,LUX,2021-03-17,67154
Luxembourg,LUX,2021-03-18,70339
Luxembourg,LUX,2021-03-21,74255
Luxembourg,LUX,2021-03-22,75532
Luxembourg,LUX,2021-03-23,77997
Luxembourg,LUX,2021-03-24,80328
Luxembourg,LUX,2021-03-25,82653
Luxembourg,LUX,2021-03-28,89684
Luxembourg,LUX,2021-03-30,92574
Luxembourg,LUX,2021-03-31,95657
Luxembourg,LUX,2021-04-01,99356
Luxembourg,LUX,2021-04-05,108940
Luxembourg,LUX,2021-04-06,112764
Luxembourg,LUX,2021-04-07,117137
Luxembourg,LUX,2021-04-08,121953
Luxembourg,LUX,2021-04-11,130279
Luxembourg,LUX,2021-04-12,135091
Luxembourg,LUX,2021-04-13,141352
Luxembourg,LUX,2021-04-14,147515
Macao,MAC,2021-02-08,0
Macao,MAC,2021-02-09,595
Macao,MAC,2021-02-17,2000
Macao,MAC,2021-02-22,3700
Macao,MAC,2021-02-24,9284
Macao,MAC,2021-02-25,10691
Macao,MAC,2021-02-26,11982
Macao,MAC,2021-02-28,14426
Macao,MAC,2021-03-01,15094
Macao,MAC,2021-03-02,16044
Macao,MAC,2021-03-03,17071
Macao,MAC,2021-03-04,18098
Macao,MAC,2021-03-05,19028
Macao,MAC,2021-03-06,20218
Macao,MAC,2021-03-07,21056
Macao,MAC,2021-03-08,21840
Macao,MAC,2021-03-09,22865
Macao,MAC,2021-03-10,24040
Macao,MAC,2021-03-11,25394
Macao,MAC,2021-03-12,26440
Macao,MAC,2021-03-13,27637
Macao,MAC,2021-03-14,28767
Macao,MAC,2021-03-15,29833
Macao,MAC,2021-03-16,30913
Macao,MAC,2021-03-17,31867
Macao,MAC,2021-03-18,32841
Macao,MAC,2021-03-19,33927
Macao,MAC,2021-03-20,35271
Macao,MAC,2021-03-21,36459
Macao,MAC,2021-03-22,37707
Macao,MAC,2021-03-23,39257
Macao,MAC,2021-03-24,40701
Macao,MAC,2021-03-25,41948
Macao,MAC,2021-03-26,43211
Macao,MAC,2021-03-27,44908
Macao,MAC,2021-03-28,46286
Macao,MAC,2021-03-29,47483
Macao,MAC,2021-03-30,49308
Macao,MAC,2021-03-31,51017
Macao,MAC,2021-04-01,52772
Macao,MAC,2021-04-02,53626
Macao,MAC,2021-04-03,54704
Macao,MAC,2021-04-04,55951
Macao,MAC,2021-04-05,56530
Macao,MAC,2021-04-06,57251
Macao,MAC,2021-04-07,58676
Macao,MAC,2021-04-08,60778
Macao,MAC,2021-04-09,62893
Macao,MAC,2021-04-10,65514
Macao,MAC,2021-04-11,67431
Macao,MAC,2021-04-12,69149
Macao,MAC,2021-04-13,71196
Malawi,MWI,2021-03-17,5417
Malawi,MWI,2021-03-18,9091
Malawi,MWI,2021-03-19,15326
Malawi,MWI,2021-03-21,24550
Malawi,MWI,2021-03-22,25589
Malawi,MWI,2021-03-23,38804
Malawi,MWI,2021-03-24,54637
Malawi,MWI,2021-03-26,90107
Malawi,MWI,2021-03-27,109526
Malawi,MWI,2021-03-28,111592
Malawi,MWI,2021-03-30,123097
Malawi,MWI,2021-03-31,134289
Malawi,MWI,2021-04-01,144979
Malawi,MWI,2021-04-02,154801
Malawi,MWI,2021-04-04,159574
Malawi,MWI,2021-04-05,160445
Malawi,MWI,2021-04-06,164733
Malawi,MWI,2021-04-09,193627
Malawi,MWI,2021-04-10,204258
Malawi,MWI,2021-04-11,209353
Malawi,MWI,2021-04-12,212615
Malawi,MWI,2021-04-13,229220
Malawi,MWI,2021-04-14,240744
Malaysia,MYS,2021-02-23,0
Malaysia,MYS,2021-02-27,3580
Malaysia,MYS,2021-03-01,25252
Malaysia,MYS,2021-03-02,53287
Malaysia,MYS,2021-03-03,80336
Malaysia,MYS,2021-03-04,99616
Malaysia,MYS,2021-03-05,112914
Malaysia,MYS,2021-03-06,127608
Malaysia,MYS,2021-03-07,139720
Malaysia,MYS,2021-03-08,166363
Malaysia,MYS,2021-03-09,195923
Malaysia,MYS,2021-03-10,223923
Malaysia,MYS,2021-03-11,249909
Malaysia,MYS,2021-03-12,275851
Malaysia,MYS,2021-03-13,292104
Malaysia,MYS,2021-03-14,301699
Malaysia,MYS,2021-03-15,321331
Malaysia,MYS,2021-03-16,346508
Malaysia,MYS,2021-03-17,367213
Malaysia,MYS,2021-03-18,385126
Malaysia,MYS,2021-03-19,399525
Malaysia,MYS,2021-03-20,413254
Malaysia,MYS,2021-03-21,428710
Malaysia,MYS,2021-03-22,452919
Malaysia,MYS,2021-03-23,481989
Malaysia,MYS,2021-03-24,510976
Malaysia,MYS,2021-03-25,536681
Malaysia,MYS,2021-03-26,551548
Malaysia,MYS,2021-03-27,566200
Malaysia,MYS,2021-03-28,580765
Malaysia,MYS,2021-03-29,621417
Malaysia,MYS,2021-03-30,661661
Malaysia,MYS,2021-03-31,698203
Malaysia,MYS,2021-04-01,740226
Malaysia,MYS,2021-04-02,770653
Malaysia,MYS,2021-04-03,787504
Malaysia,MYS,2021-04-04,801773
Malaysia,MYS,2021-04-05,830036
Malaysia,MYS,2021-04-06,862445
Malaysia,MYS,2021-04-07,893032
Malaysia,MYS,2021-04-08,919721
Malaysia,MYS,2021-04-09,941200
Malaysia,MYS,2021-04-10,956723
Malaysia,MYS,2021-04-11,979794
Malaysia,MYS,2021-04-12,1018937
Malaysia,MYS,2021-04-13,1050138
Malaysia,MYS,2021-04-14,1078695
Maldives,MDV,2021-02-02,880
Maldives,MDV,2021-02-03,1578
Maldives,MDV,2021-02-04,3204
Maldives,MDV,2021-02-05,4269
Maldives,MDV,2021-02-06,6854
Maldives,MDV,2021-02-07,9752
Maldives,MDV,2021-02-08,12934
Maldives,MDV,2021-02-09,16251
Maldives,MDV,2021-02-10,20161
Maldives,MDV,2021-02-11,25327
Maldives,MDV,2021-02-12,27367
Maldives,MDV,2021-02-13,33106
Maldives,MDV,2021-02-14,38591
Maldives,MDV,2021-02-15,43817
Maldives,MDV,2021-02-16,50047
Maldives,MDV,2021-02-17,56218
Maldives,MDV,2021-02-18,64048
Maldives,MDV,2021-02-19,64048
Maldives,MDV,2021-02-20,70009
Maldives,MDV,2021-02-21,75013
Maldives,MDV,2021-02-22,80159
Maldives,MDV,2021-02-23,85110
Maldives,MDV,2021-02-24,90865
Maldives,MDV,2021-02-25,98311
Maldives,MDV,2021-02-26,99419
Maldives,MDV,2021-02-27,105492
Maldives,MDV,2021-02-28,111415
Maldives,MDV,2021-03-01,117115
Maldives,MDV,2021-03-02,123665
Maldives,MDV,2021-03-03,129424
Maldives,MDV,2021-03-04,137124
Maldives,MDV,2021-03-05,138827
Maldives,MDV,2021-03-06,145768
Maldives,MDV,2021-03-07,151643
Maldives,MDV,2021-03-08,157813
Maldives,MDV,2021-03-09,165675
Maldives,MDV,2021-03-10,175456
Maldives,MDV,2021-03-11,186930
Maldives,MDV,2021-03-12,188436
Maldives,MDV,2021-03-13,198206
Maldives,MDV,2021-03-14,206114
Maldives,MDV,2021-03-15,212711
Maldives,MDV,2021-03-16,214486
Maldives,MDV,2021-03-17,215852
Maldives,MDV,2021-03-18,217597
Maldives,MDV,2021-03-19,218046
Maldives,MDV,2021-03-20,218645
Maldives,MDV,2021-03-21,218912
Maldives,MDV,2021-03-22,220768
Maldives,MDV,2021-03-23,222970
Maldives,MDV,2021-03-24,224979
Maldives,MDV,2021-03-25,227423
Maldives,MDV,2021-03-26,227696
Maldives,MDV,2021-03-27,230130
Maldives,MDV,2021-03-28,232175
Maldives,MDV,2021-03-29,233875
Maldives,MDV,2021-03-30,235682
Maldives,MDV,2021-03-31,237716
Maldives,MDV,2021-04-01,240773
Maldives,MDV,2021-04-02,241127
Maldives,MDV,2021-04-03,245470
Maldives,MDV,2021-04-04,250633
Maldives,MDV,2021-04-05,256892
Maldives,MDV,2021-04-06,263832
Maldives,MDV,2021-04-07,270854
Maldives,MDV,2021-04-08,280186
Maldives,MDV,2021-04-09,282926
Maldives,MDV,2021-04-10,283753
Maldives,MDV,2021-04-12,299029
Maldives,MDV,2021-04-14,303752
Mali,MLI,2021-03-30,0
Mali,MLI,2021-04-02,643
Mali,MLI,2021-04-12,26226
Malta,MLT,2021-01-17,11705
Malta,MLT,2021-01-18,13002
Malta,MLT,2021-01-19,14276
Malta,MLT,2021-01-20,15316
Malta,MLT,2021-01-21,16531
Malta,MLT,2021-01-22,17767
Malta,MLT,2021-01-23,18930
Malta,MLT,2021-01-24,19981
Malta,MLT,2021-01-25,21172
Malta,MLT,2021-01-26,22371
Malta,MLT,2021-01-27,23512
Malta,MLT,2021-01-28,24680
Malta,MLT,2021-01-29,25822
Malta,MLT,2021-01-30,26847
Malta,MLT,2021-01-31,27759
Malta,MLT,2021-02-01,29002
Malta,MLT,2021-02-02,30252
Malta,MLT,2021-02-03,31633
Malta,MLT,2021-02-04,33477
Malta,MLT,2021-02-05,35676
Malta,MLT,2021-02-06,37586
Malta,MLT,2021-02-07,39257
Malta,MLT,2021-02-08,41285
Malta,MLT,2021-02-09,43337
Malta,MLT,2021-02-10,44598
Malta,MLT,2021-02-11,46344
Malta,MLT,2021-02-12,48474
Malta,MLT,2021-02-13,50175
Malta,MLT,2021-02-14,51641
Malta,MLT,2021-02-15,53647
Malta,MLT,2021-02-16,55709
Malta,MLT,2021-02-17,57683
Malta,MLT,2021-02-18,59702
Malta,MLT,2021-02-19,62059
Malta,MLT,2021-02-20,63308
Malta,MLT,2021-02-21,64419
Malta,MLT,2021-02-22,66334
Malta,MLT,2021-02-23,68779
Malta,MLT,2021-02-24,71562
Malta,MLT,2021-02-25,73644
Malta,MLT,2021-02-26,76159
Malta,MLT,2021-02-27,77967
Malta,MLT,2021-02-28,79624
Malta,MLT,2021-03-01,81883
Malta,MLT,2021-03-02,84129
Malta,MLT,2021-03-03,86854
Malta,MLT,2021-03-04,89946
Malta,MLT,2021-03-05,92806
Malta,MLT,2021-03-06,95899
Malta,MLT,2021-03-07,97864
Malta,MLT,2021-03-08,101776
Malta,MLT,2021-03-09,105416
Malta,MLT,2021-03-10,108971
Malta,MLT,2021-03-11,113258
Malta,MLT,2021-03-12,117121
Malta,MLT,2021-03-13,120073
Malta,MLT,2021-03-14,122366
Malta,MLT,2021-03-15,126277
Malta,MLT,2021-03-16,130861
Malta,MLT,2021-03-17,133871
Malta,MLT,2021-03-18,138264
Malta,MLT,2021-03-19,140331
Malta,MLT,2021-03-20,143169
Malta,MLT,2021-03-21,145934
Malta,MLT,2021-03-22,150897
Malta,MLT,2021-03-23,155678
Malta,MLT,2021-03-24,160260
Malta,MLT,2021-03-25,166104
Malta,MLT,2021-03-26,171873
Malta,MLT,2021-03-27,176612
Malta,MLT,2021-03-28,180587
Malta,MLT,2021-03-29,186111
Malta,MLT,2021-03-30,191716
Malta,MLT,2021-03-31,197383
Malta,MLT,2021-04-01,203553
Malta,MLT,2021-04-02,209065
Malta,MLT,2021-04-03,212466
Malta,MLT,2021-04-04,215700
Malta,MLT,2021-04-05,219161
Malta,MLT,2021-04-06,223020
Malta,MLT,2021-04-07,227606
Malta,MLT,2021-04-08,232335
Malta,MLT,2021-04-09,237806
Malta,MLT,2021-04-10,240984
Malta,MLT,2021-04-11,244718
Malta,MLT,2021-04-12,249400
Malta,MLT,2021-04-13,254885
Malta,MLT,2021-04-14,259272
Malta,MLT,2021-04-15,264658
Mauritania,MRT,2021-03-26,0
Mauritania,MRT,2021-04-01,1366
Mauritania,MRT,2021-04-08,2930
Mauritius,MUS,2021-01-25,0
Mauritius,MUS,2021-02-01,207
Mauritius,MUS,2021-02-17,3843
Mexico,MEX,2020-12-24,2924
Mexico,MEX,2020-12-27,6824
Mexico,MEX,2020-12-28,9579
Mexico,MEX,2020-12-29,18529
Mexico,MEX,2020-12-30,24998
Mexico,MEX,2021-01-04,43960
Mexico,MEX,2021-01-05,48236
Mexico,MEX,2021-01-06,53185
Mexico,MEX,2021-01-07,58402
Mexico,MEX,2021-01-08,67468
Mexico,MEX,2021-01-09,74794
Mexico,MEX,2021-01-10,81300
Mexico,MEX,2021-01-11,87060
Mexico,MEX,2021-01-12,92879
Mexico,MEX,2021-01-13,192567
Mexico,MEX,2021-01-14,329983
Mexico,MEX,2021-01-15,417375
Mexico,MEX,2021-01-16,463246
Mexico,MEX,2021-01-17,472142
Mexico,MEX,2021-01-18,492529
Mexico,MEX,2021-01-19,498122
Mexico,MEX,2021-01-20,501030
Mexico,MEX,2021-01-21,552335
Mexico,MEX,2021-01-22,614808
Mexico,MEX,2021-01-23,618768
Mexico,MEX,2021-01-24,629626
Mexico,MEX,2021-01-25,645105
Mexico,MEX,2021-01-26,652319
Mexico,MEX,2021-01-27,656044
Mexico,MEX,2021-01-28,657842
Mexico,MEX,2021-01-29,662217
Mexico,MEX,2021-01-30,670307
Mexico,MEX,2021-01-31,673327
Mexico,MEX,2021-02-01,675202
Mexico,MEX,2021-02-02,677539
Mexico,MEX,2021-02-03,686601
Mexico,MEX,2021-02-04,695088
Mexico,MEX,2021-02-05,700316
Mexico,MEX,2021-02-06,710198
Mexico,MEX,2021-02-07,713517
Mexico,MEX,2021-02-08,717820
Mexico,MEX,2021-02-09,724347
Mexico,MEX,2021-02-10,724707
Mexico,MEX,2021-02-11,725447
Mexico,MEX,2021-02-12,726002
Mexico,MEX,2021-02-13,726313
Mexico,MEX,2021-02-15,749682
Mexico,MEX,2021-02-16,915383
Mexico,MEX,2021-02-17,1058139
Mexico,MEX,2021-02-18,1318055
Mexico,MEX,2021-02-19,1574158
Mexico,MEX,2021-02-20,1656304
Mexico,MEX,2021-02-21,1689158
Mexico,MEX,2021-02-22,1733404
Mexico,MEX,2021-02-23,1801156
Mexico,MEX,2021-02-24,1900784
Mexico,MEX,2021-02-25,2088813
Mexico,MEX,2021-02-26,2271032
Mexico,MEX,2021-02-27,2383411
Mexico,MEX,2021-02-28,2455095
Mexico,MEX,2021-03-01,2526863
Mexico,MEX,2021-03-02,2583435
Mexico,MEX,2021-03-03,2633580
Mexico,MEX,2021-03-04,2676035
Mexico,MEX,2021-03-05,2731900
Mexico,MEX,2021-03-06,2765805
Mexico,MEX,2021-03-07,2793106
Mexico,MEX,2021-03-08,2849630
Mexico,MEX,2021-03-09,3100868
Mexico,MEX,2021-03-10,3488000
Mexico,MEX,2021-03-11,3800000
Mexico,MEX,2021-03-12,4005131
Mexico,MEX,2021-03-13,4214294
Mexico,MEX,2021-03-14,4339926
Mexico,MEX,2021-03-15,4404608
Mexico,MEX,2021-03-16,4530784
Mexico,MEX,2021-03-17,4737622
Mexico,MEX,2021-03-18,4947522
Mexico,MEX,2021-03-19,5186751
Mexico,MEX,2021-03-20,5459014
Mexico,MEX,2021-03-21,5612291
Mexico,MEX,2021-03-22,5781359
Mexico,MEX,2021-03-23,5926967
Mexico,MEX,2021-03-24,6119298
Mexico,MEX,2021-03-25,6243886
Mexico,MEX,2021-03-26,6487170
Mexico,MEX,2021-03-27,6724789
Mexico,MEX,2021-03-28,6852596
Mexico,MEX,2021-03-29,7018449
Mexico,MEX,2021-03-30,7404912
Mexico,MEX,2021-03-31,7851053
Mexico,MEX,2021-04-02,8644446
Mexico,MEX,2021-04-03,8987190
Mexico,MEX,2021-04-04,9036000
Mexico,MEX,2021-04-05,9287405
Mexico,MEX,2021-04-06,9675517
Mexico,MEX,2021-04-07,10089420
Mexico,MEX,2021-04-08,10642873
Mexico,MEX,2021-04-09,10984869
Mexico,MEX,2021-04-10,11204183
Mexico,MEX,2021-04-11,11395137
Mexico,MEX,2021-04-12,11703164
Mexico,MEX,2021-04-13,12252769
Mexico,MEX,2021-04-14,12407625
Mexico,MEX,2021-04-15,12473575
Moldova,MDA,2021-03-05,3849
Moldova,MDA,2021-03-10,6447
Moldova,MDA,2021-03-11,8116
Moldova,MDA,2021-03-12,9341
Moldova,MDA,2021-03-13,11431
Moldova,MDA,2021-03-15,12754
Moldova,MDA,2021-03-16,14814
Moldova,MDA,2021-03-17,16131
Moldova,MDA,2021-03-19,18593
Moldova,MDA,2021-03-21,20494
Moldova,MDA,2021-03-23,21194
Moldova,MDA,2021-03-24,23454
Moldova,MDA,2021-03-25,27445
Moldova,MDA,2021-03-26,30722
Moldova,MDA,2021-03-27,33885
Moldova,MDA,2021-03-31,40321
Moldova,MDA,2021-04-01,42154
Moldova,MDA,2021-04-04,47524
Moldova,MDA,2021-04-06,51574
Moldova,MDA,2021-04-07,54907
Moldova,MDA,2021-04-09,57561
Moldova,MDA,2021-04-11,64179
Moldova,MDA,2021-04-12,67085
Moldova,MDA,2021-04-13,71780
Moldova,MDA,2021-04-14,78665
Moldova,MDA,2021-04-15,86016
Monaco,MCO,2020-12-30,0
Monaco,MCO,2021-01-18,2400
Monaco,MCO,2021-03-04,15612
Monaco,MCO,2021-03-19,18081
Monaco,MCO,2021-04-02,20510
Mongolia,MNG,2021-02-22,0
Mongolia,MNG,2021-02-25,3112
Mongolia,MNG,2021-02-26,4926
Mongolia,MNG,2021-02-27,6808
Mongolia,MNG,2021-03-02,9531
Mongolia,MNG,2021-03-04,13200
Mongolia,MNG,2021-03-09,20976
Mongolia,MNG,2021-03-10,30446
Mongolia,MNG,2021-03-11,48265
Mongolia,MNG,2021-03-12,67489
Mongolia,MNG,2021-03-13,84017
Mongolia,MNG,2021-03-14,100000
Mongolia,MNG,2021-03-15,118294
Mongolia,MNG,2021-03-16,126449
Mongolia,MNG,2021-03-17,139636
Mongolia,MNG,2021-03-18,171535
Mongolia,MNG,2021-03-19,189969
Mongolia,MNG,2021-03-20,204121
Mongolia,MNG,2021-03-21,209278
Mongolia,MNG,2021-03-23,223444
Mongolia,MNG,2021-03-24,256979
Mongolia,MNG,2021-03-27,276068
Mongolia,MNG,2021-03-29,279069
Mongolia,MNG,2021-03-30,290108
Mongolia,MNG,2021-03-31,300366
Mongolia,MNG,2021-04-01,311262
Mongolia,MNG,2021-04-02,323690
Mongolia,MNG,2021-04-03,336758
Mongolia,MNG,2021-04-04,376373
Mongolia,MNG,2021-04-05,414382
Mongolia,MNG,2021-04-06,466946
Mongolia,MNG,2021-04-08,569825
Mongolia,MNG,2021-04-09,599132
Mongolia,MNG,2021-04-11,616906
Mongolia,MNG,2021-04-13,627168
Mongolia,MNG,2021-04-15,630516
Montenegro,MNE,2021-02-20,0
Montenegro,MNE,2021-02-25,1113
Montenegro,MNE,2021-02-26,1288
Montenegro,MNE,2021-03-01,1531
Montenegro,MNE,2021-03-03,1927
Montenegro,MNE,2021-03-05,2250
Montenegro,MNE,2021-03-06,2406
Montenegro,MNE,2021-03-08,3062
Montenegro,MNE,2021-03-12,3374
Montenegro,MNE,2021-03-14,3793
Montenegro,MNE,2021-03-16,5021
Montenegro,MNE,2021-03-17,5730
Montenegro,MNE,2021-03-18,6085
Montenegro,MNE,2021-03-19,6849
Montenegro,MNE,2021-03-20,7298
Montenegro,MNE,2021-03-23,8669
Montenegro,MNE,2021-03-24,10809
Montenegro,MNE,2021-03-25,12929
Montenegro,MNE,2021-03-26,14739
Montenegro,MNE,2021-03-27,16451
Montenegro,MNE,2021-03-28,18661
Montenegro,MNE,2021-03-29,20140
Montenegro,MNE,2021-03-30,20373
Montenegro,MNE,2021-03-31,22391
Montenegro,MNE,2021-04-01,23046
Montenegro,MNE,2021-04-02,25003
Montenegro,MNE,2021-04-03,26972
Montenegro,MNE,2021-04-04,29710
Montenegro,MNE,2021-04-05,31631
Montenegro,MNE,2021-04-06,34335
Montenegro,MNE,2021-04-07,36857
Montenegro,MNE,2021-04-08,38541
Montenegro,MNE,2021-04-09,39812
Montenegro,MNE,2021-04-10,41372
Montenegro,MNE,2021-04-11,42450
Montenegro,MNE,2021-04-12,42866
Montenegro,MNE,2021-04-13,44979
Montenegro,MNE,2021-04-14,46917
Montenegro,MNE,2021-04-15,49293
Montserrat,MSR,2021-02-08,0
Montserrat,MSR,2021-02-23,652
Montserrat,MSR,2021-03-10,932
Montserrat,MSR,2021-03-17,1306
Montserrat,MSR,2021-03-31,1542
Morocco,MAR,2021-01-28,0
Morocco,MAR,2021-01-30,90000
Morocco,MAR,2021-01-31,126000
Morocco,MAR,2021-02-01,200081
Morocco,MAR,2021-02-02,257291
Morocco,MAR,2021-02-03,308398
Morocco,MAR,2021-02-04,351723
Morocco,MAR,2021-02-05,408235
Morocco,MAR,2021-02-06,463966
Morocco,MAR,2021-02-08,550149
Morocco,MAR,2021-02-09,615181
Morocco,MAR,2021-02-10,746116
Morocco,MAR,2021-02-11,855318
Morocco,MAR,2021-02-12,1112103
Morocco,MAR,2021-02-13,1388539
Morocco,MAR,2021-02-15,1707091
Morocco,MAR,2021-02-16,1904169
Morocco,MAR,2021-02-17,2081013
Morocco,MAR,2021-02-18,2233123
Morocco,MAR,2021-02-19,2362150
Morocco,MAR,2021-02-20,2461192
Morocco,MAR,2021-02-22,2575684
Morocco,MAR,2021-02-23,2667091
Morocco,MAR,2021-02-24,2948945
Morocco,MAR,2021-02-25,3204105
Morocco,MAR,2021-02-26,3424295
Morocco,MAR,2021-02-27,3597903
Morocco,MAR,2021-03-01,3801650
Morocco,MAR,2021-03-02,3951325
Morocco,MAR,2021-03-03,4105862
Morocco,MAR,2021-03-04,4233129
Morocco,MAR,2021-03-05,4377629
Morocco,MAR,2021-03-06,4492557
Morocco,MAR,2021-03-08,4613292
Morocco,MAR,2021-03-09,4734200
Morocco,MAR,2021-03-10,4934283
Morocco,MAR,2021-03-11,5102685
Morocco,MAR,2021-03-12,5394092
Morocco,MAR,2021-03-13,5682508
Morocco,MAR,2021-03-15,5992783
Morocco,MAR,2021-03-16,6197382
Morocco,MAR,2021-03-17,6360732
Morocco,MAR,2021-03-19,6611161
Morocco,MAR,2021-03-20,6687548
Morocco,MAR,2021-03-22,6781503
Morocco,MAR,2021-03-23,6858400
Morocco,MAR,2021-03-24,7128976
Morocco,MAR,2021-03-25,7360398
Morocco,MAR,2021-03-26,7525286
Morocco,MAR,2021-03-27,7634475
Morocco,MAR,2021-03-29,7758500
Morocco,MAR,2021-03-30,7882300
Morocco,MAR,2021-03-31,7994600
Morocco,MAR,2021-04-01,8096454
Morocco,MAR,2021-04-02,8171651
Morocco,MAR,2021-04-03,8240870
Morocco,MAR,2021-04-05,8303056
Morocco,MAR,2021-04-06,8375241
Morocco,MAR,2021-04-07,8448106
Morocco,MAR,2021-04-08,8509229
Morocco,MAR,2021-04-09,8552304
Morocco,MAR,2021-04-10,8606571
Morocco,MAR,2021-04-11,8635238
Morocco,MAR,2021-04-13,8650872
Morocco,MAR,2021-04-14,8696100
Morocco,MAR,2021-04-15,8728449
Mozambique,MOZ,2021-03-07,0
Mozambique,MOZ,2021-03-13,46439
Mozambique,MOZ,2021-03-23,57305
Myanmar,MMR,2021-01-26,0
Myanmar,MMR,2021-01-27,3800
Myanmar,MMR,2021-02-05,380000
Myanmar,MMR,2021-03-31,1040000
Namibia,NAM,2021-03-18,0
Namibia,NAM,2021-03-25,152
Namibia,NAM,2021-03-31,1501
Namibia,NAM,2021-04-01,1851
Namibia,NAM,2021-04-03,2094
Namibia,NAM,2021-04-08,2526
Nepal,NPL,2021-01-26,0
Nepal,NPL,2021-02-01,113175
Nepal,NPL,2021-02-04,158487
Nepal,NPL,2021-02-20,402264
Nepal,NPL,2021-03-19,1600000
Nepal,NPL,2021-04-05,1700000
Netherlands,NLD,2021-01-17,77000
Netherlands,NLD,2021-01-24,146612
Netherlands,NLD,2021-01-31,343526
Netherlands,NLD,2021-02-07,571145
Netherlands,NLD,2021-02-14,783438
Netherlands,NLD,2021-02-21,1014039
Netherlands,NLD,2021-02-28,1336428
Netherlands,NLD,2021-03-07,1619839
Netherlands,NLD,2021-03-14,1887726
Netherlands,NLD,2021-03-21,2097980
Netherlands,NLD,2021-03-28,2378552
Netherlands,NLD,2021-04-04,2863986
Netherlands,NLD,2021-04-11,3783912
New Zealand,NZL,2021-02-18,1
New Zealand,NZL,2021-02-19,29
New Zealand,NZL,2021-02-20,94
New Zealand,NZL,2021-02-21,163
New Zealand,NZL,2021-02-22,611
New Zealand,NZL,2021-02-23,970
New Zealand,NZL,2021-02-24,1786
New Zealand,NZL,2021-02-25,2885
New Zealand,NZL,2021-02-26,4496
New Zealand,NZL,2021-02-27,5837
New Zealand,NZL,2021-02-28,6720
New Zealand,NZL,2021-03-01,8142
New Zealand,NZL,2021-03-02,9635
New Zealand,NZL,2021-03-03,11617
New Zealand,NZL,2021-03-04,13249
New Zealand,NZL,2021-03-05,14525
New Zealand,NZL,2021-03-06,15129
New Zealand,NZL,2021-03-07,15641
New Zealand,NZL,2021-03-08,16713
New Zealand,NZL,2021-03-09,18138
New Zealand,NZL,2021-03-10,19451
New Zealand,NZL,2021-03-11,20787
New Zealand,NZL,2021-03-12,21831
New Zealand,NZL,2021-03-13,22587
New Zealand,NZL,2021-03-14,23178
New Zealand,NZL,2021-03-15,25060
New Zealand,NZL,2021-03-16,27222
New Zealand,NZL,2021-03-17,29231
New Zealand,NZL,2021-03-18,31293
New Zealand,NZL,2021-03-19,33756
New Zealand,NZL,2021-03-20,35029
New Zealand,NZL,2021-03-21,36614
New Zealand,NZL,2021-03-22,38866
New Zealand,NZL,2021-03-23,41555
New Zealand,NZL,2021-03-24,45112
New Zealand,NZL,2021-03-25,48466
New Zealand,NZL,2021-03-26,53060
New Zealand,NZL,2021-03-27,55072
New Zealand,NZL,2021-03-28,56235
New Zealand,NZL,2021-03-29,61138
New Zealand,NZL,2021-03-30,66792
New Zealand,NZL,2021-03-31,73526
New Zealand,NZL,2021-04-01,79896
New Zealand,NZL,2021-04-02,81902
New Zealand,NZL,2021-04-03,83649
New Zealand,NZL,2021-04-04,84601
New Zealand,NZL,2021-04-05,85813
New Zealand,NZL,2021-04-06,90738
New Zealand,NZL,2021-04-07,97969
New Zealand,NZL,2021-04-08,106170
New Zealand,NZL,2021-04-09,113484
New Zealand,NZL,2021-04-10,117358
New Zealand,NZL,2021-04-11,120902
New Zealand,NZL,2021-04-12,127890
New Zealand,NZL,2021-04-13,135585
Nigeria,NGA,2021-03-04,0
Nigeria,NGA,2021-03-15,8000
Nigeria,NGA,2021-03-24,277458
Nigeria,NGA,2021-03-28,513626
Nigeria,NGA,2021-03-31,718412
Nigeria,NGA,2021-04-01,818865
Nigeria,NGA,2021-04-06,964387
Nigeria,NGA,2021-04-14,1043737
Nigeria,NGA,2021-04-15,1051096
North America,,2020-12-14,5
North America,,2020-12-15,723
North America,,2020-12-16,3023
North America,,2020-12-17,7202
North America,,2020-12-18,11174
North America,,2020-12-19,11894
North America,,2020-12-20,568946
North America,,2020-12-21,634983
North America,,2020-12-22,640720
North America,,2020-12-23,1043114
North America,,2020-12-24,1056402
North America,,2020-12-25,1056402
North America,,2020-12-26,1995981
North America,,2020-12-27,2003744
North America,,2020-12-28,2196226
North America,,2020-12-29,2216190
North America,,2020-12-30,2903783
North America,,2020-12-31,2917223
North America,,2021-01-01,2923431
North America,,2021-01-02,4359541
